id	times_submit	time_finish	source	source_info	IP	sex	grade	residence	school	SNS1	SNS2	SNS3	SNS4	SNS5	SNS6	SES1	SES2	SES3	SES4	SES5	SES6	SES7	SES8	SES9	SES10	CSES1	CSES2	CSES3	CSES4	EIB1	EIB2	EIB3	EIB4	EIB5	EIB6	EIB7	EIB8	total	SES3_r	SES5_r	SES9_r	SES10_r
240	2021/3/25 11:19:09	148秒	微信	N/A	223.104.189.87(山东-青岛)	1	2	2	1	-3.49490786276951	-2.62929384487338	-2.71930987703528	-1.99289423750888	-.501334416034844	.572644704032094	3	3	2	3	2	3	2	4	3	3	5	5	5	5	4	3	4	4	4	4	3	4	89	3	3	2	2
241	2021/3/25 11:23:08	69秒	微信	N/A	223.104.240.177(云南-未知)	2	2	2	1	-.272261691643456	.119266937293226	-.00446227416645099	.427219243729449	.390513124069247	-.23495158232193	2	2	1	3	2	3	3	3	3	3	5	5	5	6	4	4	4	4	4	4	4	4	101	4	3	2	2
242	2021/3/25 11:39:37	32秒	手机提交	直接访问	218.24.120.51(辽宁-辽阳)	1	2	2	1	-1.34647708201881	-.796919990095643	-.909411475122728	-.379485250016662	-.501334416034844	-.23495158232193	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	84	2	2	2	2
243	2021/3/25 11:39:50	47秒	手机提交	直接访问	117.136.6.108(吉林-未知)	2	2	2	1	.801953698731894	1.03545386468209	.900486926789826	1.23392373747556	1.28236066417334	1.38024099038612	4	4	2	3	2	3	4	4	4	3	7	5	5	5	4	4	4	4	4	4	4	4	117	3	3	1	2
244	2021/3/25 11:39:56	72秒	手机提交	直接访问	139.214.144.84(吉林-吉林)	2	2	2	1	-.272261691643456	.119266937293226	-.00446227416645099	.427219243729449	.390513124069247	.572644704032094	3	4	2	3	2	4	4	2	1	1	6	6	7	7	5	5	4	4	4	5	4	4	111	3	3	4	4
245	2021/3/25 11:40:03	95秒	手机提交	直接访问	139.214.144.86(吉林-吉林)	1	2	1	1	.801953698731894	1.03545386468209	.900486926789826	1.23392373747556	1.28236066417334	.572644704032094	4	4	1	4	2	4	4	2	3	2	4	4	5	5	4	5	5	5	5	5	4	5	115	4	3	2	3
246	2021/3/25 11:40:12	93秒	手机提交	直接访问	139.214.144.109(吉林-吉林)	2	2	1	1	.801953698731894	1.03545386468209	.900486926789826	.427219243729449	1.28236066417334	.572644704032094	2	2	2	3	2	2	3	2	3	2	5	5	5	5	4	4	4	4	4	4	4	4	103	3	3	2	3
247	2021/3/25 11:40:20	54秒	微信	N/A	139.214.144.64(吉林-吉林)	1	2	2	1	-1.34647708201881	-1.71310691748451	-.909411475122728	-.379485250016662	.390513124069247	-1.04254786867595	2	4	2	2	2	2	3	2	2	2	3	3	3	3	3	3	3	3	3	3	3	3	76	3	3	3	3
248	2021/3/25 11:40:35	117秒	手机提交	直接访问	139.214.144.115(吉林-吉林)	2	2	2	1	.801953698731894	1.03545386468209	.900486926789826	1.23392373747556	1.28236066417334	1.38024099038612	1	1	4	1	2	1	1	1	1	1	4	4	4	4	4	4	4	4	4	4	4	4	92	1	3	4	4
249	2021/3/25 11:40:41	109秒	微信	N/A	36.104.34.203(吉林-长春)	1	2	1	1	.801953698731894	1.03545386468209	-.909411475122728	-.379485250016662	.390513124069247	.572644704032094	3	3	2	3	2	3	3	3	2	2	6	6	6	6	4	3	4	4	3	3	3	3	101	3	3	3	3
250	2021/3/25 11:40:58	106秒	手机提交	直接访问	36.104.123.235(吉林-未知)	2	2	2	1	.801953698731894	.119266937293226	-.00446227416645099	.427219243729449	.390513124069247	-.23495158232193	3	3	1	3	1	3	3	1	1	1	5	5	5	5	4	3	4	4	3	4	4	3	93	4	4	4	4
251	2021/3/25 11:41:10	140秒	手机提交	直接访问	117.136.6.133(吉林-未知)	2	2	2	1	.801953698731894	1.03545386468209	.900486926789826	1.23392373747556	1.28236066417334	1.38024099038612	1	4	1	4	1	4	4	1	1	1	5	5	5	5	5	5	5	5	5	1	2	5	105	4	4	4	4
252	2021/3/25 11:42:04	199秒	手机提交	直接访问	139.215.13.138(吉林-吉林)	2	2	2	1	-.272261691643456	-.796919990095643	-1.814360676079	-1.18618974376277	-1.39318195613894	-1.04254786867595	3	3	2	3	3	3	3	1	2	2	6	6	6	6	4	4	4	4	4	4	4	4	96	3	2	3	3
253	2021/3/25 11:42:09	217秒	手机提交	直接访问	223.104.16.144(吉林-长春)	2	2	2	1	-1.34647708201881	1.03545386468209	.900486926789826	-.379485250016662	-.501334416034844	-.23495158232193	3	3	1	3	1	3	3	1	1	4	6	5	5	6	3	4	4	3	3	3	3	3	93	4	4	4	1
254	2021/3/25 11:43:31	195秒	手机提交	直接访问	139.215.13.82(吉林-吉林)	2	2	1	1	.801953698731894	.119266937293226	.900486926789826	-.379485250016662	-.501334416034844	-1.85014415502998	3	3	2	2	2	3	2	2	3	2	4	4	4	4	4	4	4	4	4	4	4	4	93	3	3	2	3
255	2021/3/25 11:43:32	180秒	微信	N/A	139.214.144.75(吉林-吉林)	1	2	1	1	.801953698731894	1.03545386468209	.900486926789826	1.23392373747556	1.28236066417334	1.38024099038612	2	2	3	2	3	2	2	3	3	3	5	5	5	5	3	3	4	3	3	3	3	3	100	2	2	2	2
256	2021/3/25 11:47:29	32秒	手机提交	直接访问	27.201.177.76(山东-泰安)	1	4	1	1	.801953698731894	1.03545386468209	.900486926789826	.427219243729449	.390513124069247	.572644704032094	3	3	3	3	3	3	3	3	3	3	5	5	5	6	4	4	4	3	5	5	3	3	109	2	2	2	2
257	2021/3/25 11:53:39	115秒	微信	N/A	114.85.228.168(上海-上海)	1	2	1	1	.801953698731894	1.03545386468209	.900486926789826	1.23392373747556	1.28236066417334	-.23495158232193	3	3	2	3	2	2	2	2	2	2	4	4	6	5	3	2	4	3	2	3	2	2	91	3	3	3	3
258	2021/3/25 11:54:06	53秒	微信	N/A	117.136.38.15(北京-北京)	1	4	1	1	.801953698731894	1.03545386468209	.900486926789826	1.23392373747556	1.28236066417334	1.38024099038612	4	4	2	4	4	4	4	3	2	2	3	4	3	4	3	2	3	3	4	4	4	4	104	3	1	3	3
259	2021/3/25 11:54:40	106秒	微信	N/A	223.104.10.232(江西-南昌)	2	4	2	1	-.272261691643456	.119266937293226	-.00446227416645099	-.379485250016662	.390513124069247	1.38024099038612	4	4	1	4	1	4	4	1	1	1	6	6	6	6	4	4	4	4	4	4	4	4	105	4	4	4	4
260	2021/3/25 11:59:13	131秒	微信	N/A	223.104.170.190(江西-南昌)	2	4	2	1	-.272261691643456	.119266937293226	-.00446227416645099	-.379485250016662	-.501334416034844	.572644704032094	2	2	2	3	3	2	2	2	3	3	3	3	2	2	2	2	2	2	2	3	2	2	73	3	2	2	2
261	2021/3/25 12:01:00	279秒	微信	N/A	106.57.101.69(云南-昆明)	2	2	2	2	.801953698731894	-.796919990095643	.900486926789826	1.23392373747556	1.28236066417334	1.38024099038612	3	3	3	3	3	2	2	4	4	4	4	3	3	3	3	4	3	3	2	2	2	4	95	2	2	1	1
262	2021/3/25 12:15:21	149秒	微信	N/A	36.104.161.216(吉林-未知)	2	2	1	1	.801953698731894	1.03545386468209	-.00446227416645099	1.23392373747556	.390513124069247	1.38024099038612	3	3	1	3	1	3	3	1	1	1	5	5	4	4	3	2	4	3	2	2	2	3	87	4	4	4	4
263	2021/3/25 12:16:47	90秒	手机提交	直接访问	119.62.6.8(云南-昆明)	1	2	2	2	-.272261691643456	-.796919990095643	-.909411475122728	-.379485250016662	-.501334416034844	-.23495158232193	4	4	2	4	1	3	3	1	3	3	7	7	7	7	5	5	5	5	4	4	4	4	111	3	4	2	2
264	2021/3/25 12:17:48	54秒	手机提交	直接访问	119.62.124.185(云南-昆明)	1	2	1	2	-1.34647708201881	-2.62929384487338	-.00446227416645099	-1.18618974376277	-1.39318195613894	-1.04254786867595	2	2	2	2	2	2	2	2	2	2	4	3	3	3	3	3	3	3	3	3	3	3	71	3	3	3	3
265	2021/3/25 12:18:00	32秒	手机提交	直接访问	117.136.72.50(云南-昆明)	1	2	2	2	-.272261691643456	.119266937293226	-.00446227416645099	.427219243729449	.390513124069247	.572644704032094	3	3	3	3	3	3	3	3	3	3	5	5	5	5	4	4	4	4	4	4	4	4	106	2	2	2	2
266	2021/3/25 12:18:38	67秒	手机提交	直接访问	117.136.85.197(云南-昆明)	1	2	2	2	-.272261691643456	.119266937293226	-.00446227416645099	-1.99289423750888	-2.28502949624303	-.23495158232193	3	3	2	3	3	3	3	3	3	3	5	4	4	4	3	3	3	3	3	3	4	4	89	3	2	2	2
267	2021/3/25 12:19:00	44秒	手机提交	直接访问	119.62.6.26(云南-昆明)	2	2	2	2	-1.34647708201881	-.796919990095643	-.909411475122728	-.379485250016662	-.501334416034844	-.23495158232193	3	2	3	3	2	2	3	3	2	2	3	5	4	4	3	3	3	3	3	3	3	3	83	2	3	3	3
268	2021/3/25 12:19:38	197秒	手机提交	直接访问	117.136.72.97(云南-昆明)	1	2	2	2	.801953698731894	-1.71310691748451	-.00446227416645099	1.23392373747556	1.28236066417334	-.23495158232193	2	2	4	3	4	3	2	3	3	3	4	4	4	4	3	3	3	3	3	3	3	3	93	1	1	2	2
269	2021/3/25 12:19:47	42秒	手机提交	直接访问	119.62.6.15(云南-昆明)	1	2	1	2	-1.34647708201881	-.796919990095643	-.909411475122728	-.379485250016662	-.501334416034844	-.23495158232193	3	3	3	3	3	3	3	3	3	3	4	4	4	4	3	4	3	4	4	3	4	3	92	2	2	2	2
270	2021/3/25 12:24:19	80秒	手机提交	直接访问	119.62.6.22(云南-昆明)	2	2	2	2	-.272261691643456	1.03545386468209	.900486926789826	1.23392373747556	-.501334416034844	-1.04254786867595	4	4	2	4	2	3	4	3	2	2	6	5	6	4	4	4	5	4	2	4	5	5	108	3	3	3	3
271	2021/3/25 12:25:14	38秒	手机提交	直接访问	106.61.60.157(云南-昆明)	1	2	2	2	.801953698731894	1.03545386468209	-.00446227416645099	.427219243729449	.390513124069247	.572644704032094	3	3	3	3	3	3	3	3	3	3	5	5	5	6	4	4	4	4	4	4	4	4	109	2	2	2	2
272	2021/3/25 12:28:39	540秒	手机提交	直接访问	119.62.6.15(云南-昆明)	1	2	1	2	.801953698731894	1.03545386468209	.900486926789826	1.23392373747556	.390513124069247	1.38024099038612	4	4	4	4	4	2	2	3	4	4	7	7	7	7	5	5	5	5	5	5	5	5	132	1	1	1	1
273	2021/3/25 12:30:07	45秒	手机提交	直接访问	221.213.73.142(云南-昆明)	1	2	2	2	.801953698731894	1.03545386468209	.900486926789826	1.23392373747556	1.28236066417334	1.38024099038612	4	4	4	4	4	4	4	4	4	4	7	7	7	7	5	5	5	5	5	5	5	5	138	1	1	1	1
274	2021/3/25 12:31:00	109秒	微信	N/A	117.136.3.16(内蒙古-呼和浩特)	2	4	2	1	-.272261691643456	-.796919990095643	-.00446227416645099	-.379485250016662	-.501334416034844	-1.04254786867595	3	3	2	3	2	3	3	2	3	3	3	4	4	3	3	3	2	4	3	3	2	4	84	3	3	2	2
275	2021/3/25 12:33:30	93秒	微信	N/A	39.144.23.11(河南-郑州)	2	3	2	2	-1.34647708201881	-.796919990095643	-.909411475122728	-1.99289423750888	-1.39318195613894	-1.04254786867595	3	3	2	3	2	3	3	2	2	1	4	4	6	5	5	5	5	4	5	4	4	4	93	3	3	3	4
276	2021/3/25 12:36:49	70秒	手机提交	直接访问	119.62.6.41(云南-昆明)	2	1	1	2	.801953698731894	1.03545386468209	.900486926789826	.427219243729449	1.28236066417334	1.38024099038612	4	3	1	4	2	3	3	1	1	1	5	5	5	5	4	4	5	4	4	3	1	2	99	4	3	4	4
277	2021/3/25 12:38:59	91秒	手机提交	直接访问	117.136.72.87(云南-昆明)	1	2	2	2	-.272261691643456	.119266937293226	-.909411475122728	-.379485250016662	-.501334416034844	-.23495158232193	3	3	1	4	1	4	4	2	3	2	3	5	5	5	4	4	4	4	4	4	4	4	97	4	4	2	3
278	2021/3/25 12:43:09	118秒	手机提交	直接访问	106.61.121.250(云南-昆明)	1	2	1	2	.801953698731894	.119266937293226	.900486926789826	1.23392373747556	-.501334416034844	-.23495158232193	2	2	2	1	3	3	3	3	2	2	5	5	5	5	4	4	4	4	3	3	2	3	95	3	2	3	3
279	2021/3/25 12:43:13	36秒	手机提交	直接访问	119.62.6.18(云南-昆明)	1	2	1	2	.801953698731894	1.03545386468209	.900486926789826	1.23392373747556	1.28236066417334	1.38024099038612	4	4	4	4	4	4	4	4	4	4	7	7	7	7	5	5	5	5	5	5	5	5	138	1	1	1	1
280	2021/3/25 13:12:09	84秒	微信	N/A	223.104.3.42(北京-北京)	2	1	1	1	-.272261691643456	.119266937293226	.900486926789826	-.379485250016662	-1.39318195613894	-.23495158232193	2	2	3	2	3	2	2	4	4	4	4	4	5	5	4	4	4	4	3	3	2	5	96	2	2	1	1
281	2021/3/25 13:12:40	45秒	手机提交	直接访问	39.144.145.112(云南-昆明)	1	2	2	2	.801953698731894	1.03545386468209	.900486926789826	1.23392373747556	1.28236066417334	-1.85014415502998	4	4	1	4	1	4	4	1	1	1	7	7	7	7	5	5	5	5	5	5	5	5	119	4	4	4	4
282	2021/3/25 13:15:59	407秒	微信	N/A	106.224.56.18(江西-南昌)	2	2	1	1	-.272261691643456	.119266937293226	-.00446227416645099	.427219243729449	.390513124069247	1.38024099038612	3	4	2	3	4	3	3	2	2	2	5	5	6	5	4	4	4	4	4	4	4	4	106	3	1	3	3
283	2021/3/25 13:16:58	90秒	微信	N/A	139.215.13.115(吉林-吉林)	2	2	2	1	-.272261691643456	-.796919990095643	-1.814360676079	-1.99289423750888	-2.28502949624303	-1.85014415502998	1	1	2	2	3	2	2	3	3	3	2	2	2	2	2	2	2	2	2	2	2	2	58	3	2	2	2
284	2021/3/25 13:20:31	100秒	微信	N/A	139.215.13.250(吉林-吉林)	2	2	1	1	.801953698731894	1.03545386468209	.900486926789826	1.23392373747556	1.28236066417334	1.38024099038612	3	3	2	3	2	3	3	3	3	2	5	5	5	5	4	4	4	4	4	4	4	4	109	3	3	2	3
285	2021/3/25 13:21:32	56秒	微信	N/A	180.169.66.198(上海-上海)	2	4	1	1	-.272261691643456	1.03545386468209	.900486926789826	.427219243729449	1.28236066417334	-.23495158232193	3	3	2	3	2	3	3	3	2	2	4	5	5	5	3	4	4	3	3	4	3	4	99	3	3	3	3
286	2021/3/25 13:23:59	109秒	微信	N/A	223.104.63.195(广东-未知)	2	4	1	1	.801953698731894	1.03545386468209	.900486926789826	1.23392373747556	1.28236066417334	1.38024099038612	4	3	2	4	2	4	4	3	3	3	3	3	7	4	5	4	4	3	2	2	2	5	106	3	3	2	2
287	2021/3/25 13:27:34	173秒	微信	N/A	218.58.159.40(山东-潍坊)	2	4	2	1	-.272261691643456	-.796919990095643	-.00446227416645099	.427219243729449	.390513124069247	.572644704032094	3	3	1	3	1	3	3	1	1	1	5	5	5	5	4	4	4	4	4	4	4	4	95	4	4	4	4
288	2021/3/25 13:34:44	38秒	微信	N/A	223.104.240.84(云南-未知)	1	2	2	2	.801953698731894	1.03545386468209	.900486926789826	1.23392373747556	1.28236066417334	1.38024099038612	4	4	4	4	4	4	4	4	4	4	7	7	7	7	5	5	5	5	5	5	5	5	138	1	1	1	1
289	2021/3/25 13:42:38	90秒	手机提交	直接访问	119.62.124.39(云南-昆明)	1	2	1	2	.801953698731894	1.03545386468209	.900486926789826	1.23392373747556	1.28236066417334	1.38024099038612	3	3	2	3	2	3	3	2	2	2	7	7	7	7	5	5	5	5	3	3	4	4	117	3	3	3	3
290	2021/3/25 13:45:17	97秒	微信	N/A	180.130.2.101(云南-昆明)	1	2	2	1	-2.42069247239416	-.796919990095643	-1.814360676079	-1.18618974376277	-1.39318195613894	-1.85014415502998	3	3	2	3	2	3	3	2	2	2	4	4	4	3	3	3	3	3	3	3	3	3	76	3	3	3	3
291	2021/3/25 13:51:11	83秒	微信	N/A	223.104.3.46(北京-北京)	2	4	1	1	.801953698731894	1.03545386468209	.900486926789826	1.23392373747556	1.28236066417334	1.38024099038612	4	4	1	4	1	4	4	2	2	2	7	7	7	7	5	5	5	5	5	5	5	5	126	4	4	3	3
292	2021/3/25 13:58:07	102秒	微信	N/A	171.223.93.9(四川-成都)	1	4	1	1	.801953698731894	1.03545386468209	.900486926789826	.427219243729449	1.28236066417334	.572644704032094	3	3	2	3	2	3	3	2	2	2	6	6	6	6	4	4	4	4	4	4	4	4	109	3	3	3	3
293	2021/3/25 14:07:52	141秒	手机提交	直接访问	14.204.0.251(云南-昆明)	1	2	1	2	.801953698731894	1.03545386468209	.900486926789826	-.379485250016662	1.28236066417334	1.38024099038612	2	3	2	3	2	3	3	2	2	2	4	4	5	4	4	4	4	3	4	4	4	4	100	3	3	3	3
294	2021/3/25 14:23:27	61秒	微信	N/A	180.130.2.135(云南-昆明)	2	2	1	2	.801953698731894	1.03545386468209	.900486926789826	-.379485250016662	.390513124069247	.572644704032094	4	4	1	4	1	4	4	1	1	1	7	7	7	7	5	5	5	5	5	5	5	5	119	4	4	4	4
295	2021/3/25 14:43:05	227秒	微信	N/A	117.136.106.97(河南-郑州)	2	3	1	2	-.272261691643456	.119266937293226	-.00446227416645099	.427219243729449	.390513124069247	-.23495158232193	3	3	2	3	2	3	3	1	2	2	5	5	5	5	4	4	4	3	3	3	3	3	94	3	3	3	3
296	2021/3/25 14:43:41	71秒	微信	N/A	223.104.240.165(云南-未知)	2	2	1	2	.801953698731894	-.796919990095643	.900486926789826	1.23392373747556	1.28236066417334	1.38024099038612	3	3	1	3	2	3	3	1	1	1	5	4	6	5	4	4	4	4	4	3	3	4	99	4	3	4	4
297	2021/3/25 14:44:04	105秒	微信	N/A	117.136.72.16(云南-昆明)	2	2	1	2	-1.34647708201881	-.796919990095643	-.909411475122728	-1.18618974376277	-1.39318195613894	-1.85014415502998	2	3	1	3	1	2	2	1	1	1	4	4	4	4	3	3	3	3	3	4	4	3	73	4	4	4	4
298	2021/3/25 14:44:32	149秒	微信	N/A	180.130.10.210(云南-昆明)	1	2	1	2	-1.34647708201881	-1.71310691748451	-.00446227416645099	-.379485250016662	-.501334416034844	.572644704032094	3	3	2	3	2	3	3	3	3	2	6	6	5	6	3	3	3	4	4	4	4	4	98	3	3	2	3
299	2021/3/25 14:46:26	114秒	微信	N/A	223.104.240.217(云南-未知)	2	2	1	2	-.272261691643456	-.796919990095643	-1.814360676079	-1.18618974376277	-1.39318195613894	-1.04254786867595	2	2	2	3	2	3	2	2	2	2	4	4	5	5	3	4	4	3	3	4	4	4	84	3	3	3	3
300	2021/3/25 14:49:07	140秒	微信	N/A	117.136.84.68(云南-昆明)	2	2	1	2	-1.34647708201881	1.03545386468209	-.909411475122728	-1.99289423750888	-.501334416034844	-1.04254786867595	4	4	1	3	1	3	3	1	3	2	3	5	4	5	4	4	3	3	3	4	3	4	87	4	4	2	3
301	2021/3/25 14:49:59	43秒	手机提交	直接访问	106.61.154.102(云南-昆明)	1	3	2	1	.801953698731894	1.03545386468209	-.00446227416645099	1.23392373747556	1.28236066417334	1.38024099038612	4	3	2	4	4	4	4	4	4	4	6	6	5	7	5	5	4	5	5	4	5	5	128	3	1	1	1
302	2021/3/25 15:34:06	124秒	微信	N/A	139.215.13.38(吉林-吉林)	2	2	2	1	-.272261691643456	.119266937293226	-.00446227416645099	.427219243729449	.390513124069247	.572644704032094	4	4	1	4	1	4	4	1	1	1	5	5	5	5	4	4	4	4	3	4	3	3	98	4	4	4	4
303	2021/3/25 17:24:47	32秒	微信	N/A	119.62.6.43(云南-昆明)	2	1	1	2	-.272261691643456	.119266937293226	-.00446227416645099	.427219243729449	.390513124069247	.572644704032094	3	3	3	3	3	3	3	3	3	3	5	5	5	5	4	4	4	4	4	4	4	4	106	2	2	2	2
304	2021/3/25 17:25:18	63秒	微信	N/A	49.112.178.126(新疆-乌鲁木齐)	2	2	1	2	-2.42069247239416	1.03545386468209	-.909411475122728	-.379485250016662	-1.39318195613894	-.23495158232193	2	3	2	3	2	3	3	2	2	2	2	2	2	2	3	4	4	4	4	4	4	4	81	3	3	3	3
305	2021/3/25 18:07:19	37秒	微信	N/A	36.17.84.141(浙江-杭州)	1	2	2	2	-.272261691643456	-.796919990095643	-.00446227416645099	-.379485250016662	.390513124069247	-.23495158232193	3	3	2	3	3	3	2	3	3	2	5	5	3	5	3	4	4	3	3	4	3	4	94	3	2	2	3
306	2021/3/25 18:07:30	53秒	微信	N/A	36.22.157.108(浙江-杭州)	1	2	2	2	-.272261691643456	.119266937293226	-.00446227416645099	.427219243729449	.390513124069247	-.23495158232193	3	3	3	2	3	2	3	2	3	3	5	4	5	5	3	4	3	4	3	4	4	4	98	2	2	2	2
307	2021/3/25 18:07:34	54秒	微信	N/A	36.22.158.31(浙江-杭州)	1	2	1	1	.801953698731894	-2.62929384487338	.900486926789826	-1.99289423750888	1.28236066417334	-1.85014415502998	4	1	4	1	4	1	4	1	4	1	7	1	7	1	5	1	5	1	5	1	5	1	83	1	1	1	4
308	2021/3/25 18:08:07	45秒	微信	N/A	36.23.92.144(浙江-杭州)	1	2	1	2	-3.49490786276951	-2.62929384487338	-2.71930987703528	-1.18618974376277	-1.39318195613894	-.23495158232193	2	3	2	3	3	2	3	3	3	3	5	4	4	4	3	3	3	3	3	3	3	3	78	3	2	2	2
309	2021/3/25 18:08:19	51秒	微信	N/A	36.17.39.125(浙江-杭州)	1	2	1	2	-1.34647708201881	-.796919990095643	-.909411475122728	-.379485250016662	-.501334416034844	-.23495158232193	3	3	2	3	2	3	3	3	3	3	5	5	5	5	4	4	4	4	4	4	4	4	98	3	3	2	2
310	2021/3/25 18:08:22	41秒	微信	N/A	112.17.240.231(浙江-未知)	1	2	1	1	-1.34647708201881	-1.71310691748451	-.909411475122728	-.379485250016662	-.501334416034844	-.23495158232193	2	2	2	2	2	2	2	3	3	3	3	3	3	3	2	2	2	2	2	2	2	2	68	3	3	2	2
311	2021/3/25 18:08:44	108秒	微信	N/A	211.138.116.212(浙江-杭州)	1	2	1	2	-3.49490786276951	-2.62929384487338	-2.71930987703528	-1.99289423750888	-2.28502949624303	-1.85014415502998	3	3	2	3	2	3	3	2	3	2	4	4	5	4	3	3	4	3	2	2	2	2	70	3	3	2	3
312	2021/3/25 18:08:53	73秒	微信	N/A	36.28.149.159(浙江-杭州)	1	2	2	2	.801953698731894	1.03545386468209	.900486926789826	1.23392373747556	1.28236066417334	1.38024099038612	4	4	1	4	1	4	4	1	2	2	6	6	6	5	4	3	3	3	2	2	2	4	103	4	4	3	3
313	2021/3/25 18:09:03	80秒	微信	N/A	36.18.46.61(浙江-杭州)	1	2	1	2	.801953698731894	.119266937293226	.900486926789826	.427219243729449	.390513124069247	-.23495158232193	3	4	1	3	3	3	3	3	3	3	5	6	6	6	4	4	4	4	4	4	4	4	109	4	2	2	2
314	2021/3/25 18:49:00	31秒	微信	N/A	114.85.206.213(上海-上海)	2	4	1	1	.801953698731894	1.03545386468209	.900486926789826	1.23392373747556	1.28236066417334	1.38024099038612	4	4	4	4	4	4	4	4	4	4	4	5	3	5	3	2	3	4	4	3	3	4	113	1	1	1	1
315	2021/3/25 18:50:46	94秒	微信	N/A	1.192.35.167(河南-郑州)	1	4	2	1	.801953698731894	-.796919990095643	-2.71930987703528	-1.18618974376277	-2.28502949624303	-.23495158232193	3	4	1	4	1	4	4	1	1	1	7	7	7	7	5	5	5	5	5	5	2	3	102	4	4	4	4
316	2021/3/25 18:54:32	100秒	微信	N/A	59.172.114.97(湖北-武汉)	2	2	1	2	-1.34647708201881	-1.71310691748451	-.00446227416645099	.427219243729449	-.501334416034844	.572644704032094	3	3	1	3	1	4	4	1	1	2	5	6	5	6	4	4	4	4	4	2	3	2	92	4	4	4	3
317	2021/3/25 18:58:03	84秒	微信	N/A	223.104.63.73(广东-未知)	2	2	1	1	.801953698731894	1.03545386468209	.900486926789826	1.23392373747556	-.501334416034844	-.23495158232193	2	3	3	3	3	2	3	3	3	4	3	2	2	2	2	2	2	2	2	2	2	2	80	2	2	2	1
318	2021/3/25 18:59:55	80秒	微信	N/A	223.104.240.198(云南-未知)	1	1	2	2	-2.42069247239416	.119266937293226	-1.814360676079	-.379485250016662	-.501334416034844	-1.85014415502998	2	3	2	3	2	2	3	3	2	3	3	5	5	3	4	4	3	3	2	2	3	3	80	3	3	3	2
319	2021/3/25 19:00:06	83秒	微信	N/A	120.36.193.133(福建-厦门)	2	4	1	1	.801953698731894	1.03545386468209	.900486926789826	1.23392373747556	1.28236066417334	.572644704032094	4	4	2	4	3	3	3	1	3	3	6	5	5	4	3	2	4	2	1	1	1	3	96	3	2	2	2
320	2021/3/25 19:00:14	105秒	微信	N/A	180.130.10.184(云南-昆明)	1	1	1	1	.801953698731894	-1.71310691748451	-.00446227416645099	-1.18618974376277	-1.39318195613894	-1.04254786867595	3	3	2	4	1	3	3	2	2	2	5	5	5	5	4	4	4	4	4	4	4	4	94	3	4	3	3
321	2021/3/25 19:00:16	94秒	微信	N/A	180.130.10.23(云南-昆明)	1	1	2	2	.801953698731894	1.03545386468209	.900486926789826	1.23392373747556	1.28236066417334	1.38024099038612	4	4	1	3	2	2	3	1	2	2	4	3	2	3	5	2	3	3	2	2	3	3	89	4	3	3	3
322	2021/3/25 19:00:39	146秒	微信	N/A	119.62.6.42(云南-昆明)	2	1	2	2	-.272261691643456	.119266937293226	-.00446227416645099	.427219243729449	.390513124069247	.572644704032094	4	4	1	4	1	4	3	2	1	2	5	5	6	6	5	4	4	4	4	4	4	4	105	4	4	4	3
323	2021/3/25 19:00:53	155秒	微信	N/A	119.62.6.41(云南-昆明)	2	1	2	2	-.272261691643456	-.796919990095643	-.00446227416645099	-.379485250016662	-.501334416034844	.572644704032094	3	3	2	3	2	3	3	3	3	3	5	5	5	5	3	3	3	4	3	4	4	4	97	3	3	2	2
324	2021/3/25 19:01:01	77秒	微信	N/A	119.62.6.37(云南-昆明)	1	1	1	2	-2.42069247239416	-.796919990095643	-2.71930987703528	-1.99289423750888	.390513124069247	-.23495158232193	4	4	1	4	1	4	3	1	1	1	5	5	5	5	4	4	4	4	4	4	4	4	90	4	4	4	4
325	2021/3/25 19:01:01	108秒	微信	N/A	119.62.6.36(云南-昆明)	1	1	1	2	.801953698731894	-.796919990095643	-.00446227416645099	.427219243729449	.390513124069247	-.23495158232193	3	3	2	3	2	3	3	2	2	2	5	5	5	5	4	4	4	4	4	4	4	4	100	3	3	3	3
326	2021/3/25 19:02:17	139秒	微信	N/A	180.130.2.199(云南-昆明)	1	1	2	1	-.272261691643456	.119266937293226	-1.814360676079	.427219243729449	-1.39318195613894	-1.85014415502998	3	3	3	3	3	3	3	2	2	2	4	4	4	4	3	3	3	3	3	3	3	3	84	2	2	3	3
327	2021/3/25 19:02:39	184秒	微信	N/A	119.62.6.36(云南-昆明)	1	1	2	2	-3.49490786276951	-2.62929384487338	-2.71930987703528	-1.99289423750888	-2.28502949624303	-1.85014415502998	4	4	2	4	2	4	3	3	2	3	6	6	6	6	4	3	3	4	2	2	3	3	85	3	3	3	2
328	2021/3/25 19:04:06	65秒	微信	N/A	119.62.6.44(云南-昆明)	1	2	2	2	-3.49490786276951	-2.62929384487338	-2.71930987703528	-1.99289423750888	-2.28502949624303	-1.04254786867595	2	1	2	1	2	2	2	1	2	2	3	1	3	1	2	1	2	1	1	2	2	2	45	3	3	3	3
329	2021/3/25 19:05:47	120秒	微信	N/A	117.136.72.85(云南-昆明)	2	2	2	2	.801953698731894	.119266937293226	-.00446227416645099	-1.18618974376277	-1.39318195613894	-.23495158232193	3	2	3	2	3	2	2	2	2	2	4	4	3	3	2	2	2	2	2	2	2	2	73	2	2	3	3
