id	times_submit	time_finish	source	source_info	IP	sex	grade	residence	school	SNS1	SNS2	SNS3	SNS4	SNS5	SNS6	SES1	SES2	SES3	SES4	SES5	SES6	SES7	SES8	SES9	SES10	CSES1	CSES2	CSES3	CSES4	EIB1	EIB2	EIB3	EIB4	EIB5	EIB6	EIB7	EIB8	total	SES3_r	SES5_r	SES9_r	SES10_r
497	2021/3/26 12:33:28	98秒	微信	N/A	106.61.55.187(云南-昆明)	2	2	1	2	-.272261691643456	.119266937293226	-.00446227416645099	-.379485250016662	.390513124069247	.572644704032094	4	4	1	3	2	3	3	2	2	2	5	5	5	5	4	4	4	4	5	3	2	4	99	4	3	3	3
498	2021/3/26 12:37:27	88秒	微信	N/A	119.62.6.44(云南-昆明)	1	2	2	2	.801953698731894	1.03545386468209	.900486926789826	-.379485250016662	-.501334416034844	-1.85014415502998	4	3	2	3	1	4	4	1	1	1	3	3	5	4	3	3	3	3	3	3	3	3	85	3	4	4	4
499	2021/3/26 12:40:10	59秒	微信	N/A	117.136.72.33(云南-昆明)	1	2	2	2	.801953698731894	1.03545386468209	.900486926789826	-1.99289423750888	-2.28502949624303	1.38024099038612	3	3	1	1	2	4	4	4	3	1	7	1	7	1	5	1	5	5	5	1	1	3	90	4	3	2	4
500	2021/3/26 12:48:30	124秒	微信	N/A	117.136.72.40(云南-昆明)	2	1	1	2	.801953698731894	1.03545386468209	-.00446227416645099	1.23392373747556	1.28236066417334	-1.04254786867595	3	3	2	3	2	3	3	2	2	2	4	5	5	6	4	4	4	4	3	3	3	4	100	3	3	3	3
501	2021/3/26 12:50:14	100秒	手机提交	直接访问	112.17.240.122(浙江-未知)	2	2	1	1	-1.34647708201881	-.796919990095643	-.909411475122728	-.379485250016662	-.501334416034844	-.23495158232193	3	3	2	3	2	3	3	2	2	2	4	4	4	4	3	3	3	3	3	3	3	3	83	3	3	3	3
502	2021/3/26 12:50:19	100秒	微信	N/A	119.62.6.36(云南-昆明)	2	2	1	2	-.272261691643456	.119266937293226	-.00446227416645099	.427219243729449	1.28236066417334	-.23495158232193	4	4	1	4	1	4	3	3	1	1	5	5	6	5	4	4	5	5	3	4	4	4	104	4	4	4	4
503	2021/3/26 12:56:25	139秒	微信	N/A	180.130.2.249(云南-昆明)	2	3	2	2	-.272261691643456	.119266937293226	-.00446227416645099	.427219243729449	.390513124069247	.572644704032094	3	3	1	3	2	3	3	1	1	1	5	5	5	4	3	3	3	3	4	3	3	4	90	4	3	4	4
504	2021/3/26 13:24:58	97秒	微信	N/A	80.112.185.173(国外-荷兰)	1	4	1	1	.801953698731894	1.03545386468209	.900486926789826	-.379485250016662	-.501334416034844	-1.04254786867595	3	3	2	3	2	3	3	2	3	2	6	6	6	5	5	5	5	4	4	4	4	5	108	3	3	2	3
505	2021/3/26 13:33:45	213秒	微信	N/A	223.104.240.61(云南-未知)	2	2	2	2	-.272261691643456	.119266937293226	-.00446227416645099	.427219243729449	.390513124069247	.572644704032094	3	3	2	2	3	3	3	3	3	3	5	5	5	5	4	4	4	4	4	4	4	4	104	3	2	2	2
506	2021/3/26 13:35:38	348秒	微信	N/A	180.130.2.234(云南-昆明)	2	2	2	2	.801953698731894	1.03545386468209	.900486926789826	.427219243729449	.390513124069247	-.23495158232193	3	3	2	3	3	3	3	2	2	2	5	6	5	5	4	4	4	4	4	4	4	4	105	3	2	3	3
507	2021/3/26 13:47:59	159秒	手机提交	直接访问	117.136.72.144(云南-昆明)	2	2	1	2	-1.34647708201881	-.796919990095643	-1.814360676079	-1.18618974376277	-1.39318195613894	-1.85014415502998	2	2	1	3	2	2	2	2	2	2	4	3	3	4	2	2	3	2	3	2	2	2	65	4	3	3	3
508	2021/3/26 13:49:25	63秒	微信	N/A	180.130.2.216(云南-昆明)	2	2	1	2	-.272261691643456	-1.71310691748451	-.909411475122728	-.379485250016662	-.501334416034844	-1.85014415502998	3	3	1	3	3	3	3	1	1	1	6	5	5	6	4	4	4	4	4	4	4	5	93	4	2	4	4
509	2021/3/26 13:50:25	128秒	手机提交	直接访问	112.1.211.62(江苏-无锡)	2	2	1	2	.801953698731894	1.03545386468209	.900486926789826	1.23392373747556	.390513124069247	.572644704032094	3	2	3	3	3	3	2	3	3	3	4	4	4	4	3	3	3	2	2	3	3	4	95	2	2	2	2
510	2021/3/26 13:58:38	806秒	微信	N/A	117.136.72.31(云南-昆明)	2	2	2	2	-.272261691643456	.119266937293226	-.909411475122728	.427219243729449	.390513124069247	-.23495158232193	3	3	2	3	2	3	3	2	2	3	5	5	5	5	4	4	4	3	4	4	3	3	97	3	3	3	2
511	2021/3/26 13:58:46	539秒	微信	N/A	220.249.162.68(福建-福州)	2	2	1	2	-1.34647708201881	.119266937293226	-.00446227416645099	-1.99289423750888	-2.28502949624303	.572644704032094	3	3	1	3	1	4	3	1	3	3	5	5	5	5	4	4	4	4	4	4	4	4	94	4	4	2	2
512	2021/3/26 14:11:20	75秒	微信	N/A	171.43.167.191(湖北-武汉)	2	4	1	1	-.272261691643456	-.796919990095643	-.00446227416645099	.427219243729449	-.501334416034844	.572644704032094	3	3	2	3	2	3	3	2	3	2	5	5	5	5	4	4	4	3	3	3	3	3	95	3	3	2	3
513	2021/3/26 14:26:28	31秒	微信	N/A	106.61.133.93(云南-昆明)	1	2	1	2	-1.34647708201881	-.796919990095643	-1.814360676079	-1.99289423750888	-.501334416034844	-.23495158232193	2	2	2	3	3	2	2	2	2	3	3	4	4	3	3	2	2	3	3	2	3	4	74	3	2	3	2
514	2021/3/26 16:00:26	58秒	微信	N/A	1.200.66.214(台湾-未知)	1	4	1	1	.801953698731894	1.03545386468209	.900486926789826	1.23392373747556	1.28236066417334	1.38024099038612	4	4	2	4	1	3	3	2	1	1	6	6	6	6	4	4	4	4	4	4	4	4	111	3	4	4	4
515	2021/3/26 16:10:01	91秒	微信	N/A	110.28.222.17(台湾-未知)	2	3	1	2	.801953698731894	1.03545386468209	.900486926789826	1.23392373747556	1.28236066417334	1.38024099038612	3	3	1	3	1	3	3	2	2	2	5	5	5	5	4	4	4	4	3	4	4	4	104	4	4	3	3
516	2021/3/26 17:40:55	294秒	微信	N/A	106.61.52.65(云南-昆明)	2	3	2	2	.801953698731894	1.03545386468209	.900486926789826	-1.99289423750888	-.501334416034844	-1.85014415502998	3	2	2	3	2	3	2	2	3	3	3	3	3	3	4	4	4	3	2	2	2	3	81	3	3	2	2
517	2021/3/26 17:50:32	64秒	微信	N/A	117.136.0.235(北京-北京)	2	4	1	1	.801953698731894	1.03545386468209	.900486926789826	1.23392373747556	1.28236066417334	1.38024099038612	4	4	2	4	2	4	4	2	2	2	7	7	7	7	5	5	5	5	3	5	5	5	126	3	3	3	3
518	2021/3/26 18:00:22	26秒	微信	N/A	106.120.213.107(北京-北京)	2	4	1	1	-.272261691643456	.119266937293226	.900486926789826	-.379485250016662	-.501334416034844	.572644704032094	4	4	3	3	3	3	3	3	3	4	5	7	5	6	4	4	4	5	4	4	4	5	113	2	2	2	1
519	2021/3/26 18:33:31	99秒	手机提交	直接访问	112.10.248.31(浙江-杭州)	2	2	1	1	.801953698731894	.119266937293226	.900486926789826	.427219243729449	.390513124069247	.572644704032094	3	3	1	4	2	3	3	3	2	3	5	5	5	5	4	4	4	4	4	4	4	4	105	4	3	3	2
520	2021/3/26 18:38:00	75秒	微信	N/A	194.66.246.0(国外-英国)	1	4	1	1	-.272261691643456	-.796919990095643	.900486926789826	1.23392373747556	1.28236066417334	.572644704032094	2	3	2	4	1	3	3	3	2	2	6	6	6	6	5	5	5	5	5	5	4	4	113	3	4	3	3
521	2021/3/26 19:10:01	178秒	手机提交	直接访问	119.62.124.191(云南-昆明)	2	1	1	2	-.272261691643456	.119266937293226	-.00446227416645099	.427219243729449	.390513124069247	-.23495158232193	2	2	3	2	3	2	2	3	3	3	4	4	4	4	3	3	3	3	3	3	3	3	88	2	2	2	2
522	2021/3/26 19:18:39	85秒	微信	N/A	122.96.44.86(江苏-南京)	1	4	1	1	-.272261691643456	.119266937293226	-.00446227416645099	-1.18618974376277	-1.39318195613894	-1.04254786867595	3	3	3	3	2	3	3	3	4	4	5	5	6	6	4	4	4	3	3	4	2	3	98	2	3	1	1
523	2021/3/26 19:44:48	258秒	微信	N/A	117.136.72.12(云南-昆明)	2	4	2	2	-.272261691643456	.119266937293226	-.00446227416645099	-1.18618974376277	.390513124069247	.572644704032094	3	3	2	3	2	3	3	2	3	3	5	5	4	4	4	4	4	4	4	2	3	3	95	3	3	2	2
524	2021/3/26 20:01:30	44秒	微信	N/A	111.206.214.44(北京-北京)	2	4	1	1	.801953698731894	1.03545386468209	.900486926789826	1.23392373747556	1.28236066417334	-.23495158232193	4	4	1	4	1	4	4	1	1	1	7	7	7	7	5	5	5	5	5	5	5	5	121	4	4	4	4
525	2021/3/27 10:06:41	113秒	微信	N/A	117.136.0.144(北京-北京)	2	1	1	1	.801953698731894	.119266937293226	.900486926789826	.427219243729449	-.501334416034844	.572644704032094	2	2	3	2	2	2	2	3	3	3	4	5	4	4	4	3	3	3	3	2	2	2	88	2	3	2	2
526	2021/3/27 11:19:26	83秒	微信	N/A	117.136.45.145(江苏-南京)	2	4	2	1	.801953698731894	1.03545386468209	.900486926789826	1.23392373747556	-.501334416034844	-.23495158232193	4	4	1	4	1	4	4	1	3	3	5	6	7	6	5	5	5	4	3	2	5	5	113	4	4	2	2
527	2021/3/27 12:59:22	342秒	微信	N/A	183.8.144.39(广东-梅州)	2	4	1	1	.801953698731894	1.03545386468209	.900486926789826	-.379485250016662	-.501334416034844	-.23495158232193	4	4	1	4	1	3	3	1	2	1	7	7	7	7	5	5	5	5	3	3	3	3	108	4	4	3	4
528	2021/7/6 22:02:13	38秒	手机提交	直接访问	220.197.235.204(云南-昆明)	1	2	1	1	-.272261691643456	.119266937293226	-.00446227416645099	.427219243729449	.390513124069247	.572644704032094	3	3	3	3	2	3	3	3	2	2	5	6	5	6	4	4	4	4	4	4	4	4	105	2	3	3	3
529	2021/7/6 22:02:39	62秒	手机提交	直接访问	106.57.108.12(云南-昆明)	2	2	1	1	-1.34647708201881	-.796919990095643	-.00446227416645099	.427219243729449	-.501334416034844	-.23495158232193	4	4	1	4	2	4	4	4	1	1	4	4	4	4	4	4	3	3	3	3	4	4	93	4	3	4	4
530	2021/7/6 22:03:27	80秒	手机提交	直接访问	106.57.127.149(云南-昆明)	2	3	2	1	.801953698731894	.119266937293226	.900486926789826	.427219243729449	.390513124069247	-.23495158232193	3	3	3	3	3	3	3	3	3	3	5	5	5	5	4	4	4	4	4	4	4	4	107	2	2	2	2
531	2021/7/6 22:03:39	76秒	手机提交	直接访问	39.144.145.176(云南-昆明)	2	3	2	1	-.272261691643456	-.796919990095643	-.909411475122728	-.379485250016662	-.501334416034844	.572644704032094	3	3	2	3	1	3	3	4	3	3	4	5	5	5	4	4	3	3	4	3	4	3	95	3	4	2	2
532	2021/7/6 22:03:47	55秒	手机提交	直接访问	106.61.130.229(云南-昆明)	2	3	2	1	.801953698731894	1.03545386468209	.900486926789826	.427219243729449	1.28236066417334	1.38024099038612	4	4	1	4	1	4	4	4	2	4	7	7	7	7	5	5	5	5	5	5	5	4	128	4	4	3	1
533	2021/7/6 22:03:52	70秒	手机提交	直接访问	106.57.117.187(云南-昆明)	2	3	2	1	-.272261691643456	.119266937293226	-.00446227416645099	-1.18618974376277	-1.39318195613894	-1.04254786867595	3	3	2	3	2	3	3	3	2	2	4	4	4	4	4	4	4	4	4	4	4	4	92	3	3	3	3
534	2021/7/6 22:03:54	112秒	手机提交	直接访问	223.104.240.229(云南-未知)	1	3	2	1	.801953698731894	-.796919990095643	.900486926789826	.427219243729449	.390513124069247	.572644704032094	3	2	3	3	3	3	3	3	4	4	3	3	4	3	4	4	4	4	2	2	2	3	94	2	2	1	1
535	2021/7/6 22:04:31	77秒	手机提交	直接访问	106.61.142.76(云南-昆明)	2	3	2	1	-.272261691643456	.119266937293226	-.00446227416645099	-.379485250016662	-1.39318195613894	-1.04254786867595	3	3	3	2	2	3	3	3	3	3	4	4	3	3	3	2	4	3	2	4	2	3	84	2	3	2	2
536	2021/7/6 22:04:35	89秒	手机提交	直接访问	39.144.145.149(云南-昆明)	2	1	2	1	.801953698731894	.119266937293226	-.00446227416645099	1.23392373747556	.390513124069247	1.38024099038612	3	3	1	3	1	3	3	4	3	3	3	4	3	4	3	3	3	2	3	3	3	3	91	4	4	2	2
537	2021/7/6 22:04:43	103秒	手机提交	直接访问	112.117.194.4(云南-昆明)	2	1	2	1	-1.34647708201881	-.796919990095643	-.909411475122728	.427219243729449	-.501334416034844	-1.85014415502998	2	3	2	3	3	3	3	3	3	2	3	5	5	5	3	3	3	3	3	3	3	4	87	3	2	2	3
538	2021/7/6 22:04:46	68秒	手机提交	直接访问	39.144.145.194(云南-昆明)	2	3	1	1	.801953698731894	1.03545386468209	.900486926789826	-.379485250016662	-.501334416034844	-.23495158232193	4	4	1	4	1	4	4	4	1	1	7	7	7	7	5	5	5	5	5	5	5	5	120	4	4	4	4
539	2021/7/6 22:04:56	77秒	手机提交	直接访问	106.57.114.31(云南-昆明)	2	3	2	1	.801953698731894	1.03545386468209	.900486926789826	1.23392373747556	1.28236066417334	1.38024099038612	3	3	1	2	2	3	3	3	1	1	5	5	5	5	4	4	4	4	4	4	4	4	104	4	3	4	4
540	2021/7/6 22:05:43	42秒	手机提交	直接访问	106.61.30.84(云南-昆明)	2	3	2	1	.801953698731894	.119266937293226	-.00446227416645099	.427219243729449	1.28236066417334	1.38024099038612	3	4	2	4	2	3	3	4	2	3	5	6	4	4	4	3	4	3	4	4	4	3	105	3	3	3	2
541	2021/7/6 22:06:15	37秒	手机提交	直接访问	220.163.113.35(云南-昆明)	2	3	2	1	-.272261691643456	.119266937293226	-.00446227416645099	.427219243729449	.390513124069247	.572644704032094	3	3	2	3	2	3	3	3	3	2	3	5	5	6	3	3	4	3	2	4	4	4	97	3	3	2	3
542	2021/7/6 22:06:15	51秒	手机提交	直接访问	223.104.240.158(云南-未知)	2	3	2	1	-.272261691643456	.119266937293226	-.00446227416645099	.427219243729449	-1.39318195613894	-1.04254786867595	2	2	3	2	3	2	3	2	3	3	3	3	3	3	2	2	2	2	2	2	2	2	73	2	2	2	2
543	2021/7/6 22:06:53	50秒	手机提交	直接访问	106.61.233.105(云南-昆明)	2	3	1	1	.801953698731894	1.03545386468209	.900486926789826	1.23392373747556	1.28236066417334	1.38024099038612	4	4	4	4	4	4	4	4	1	1	7	7	5	7	5	5	5	5	5	5	5	5	130	1	1	4	4
544	2021/7/6 22:07:33	72秒	手机提交	直接访问	106.61.106.230(云南-昆明)	2	2	2	1	-.272261691643456	-.796919990095643	-.909411475122728	-.379485250016662	-.501334416034844	-.23495158232193	2	3	2	3	2	3	3	3	2	2	4	4	5	5	4	4	4	4	4	3	3	4	92	3	3	3	3
545	2021/7/6 22:07:35	64秒	微信	N/A	117.136.72.103(云南-昆明)	2	3	1	1	-2.42069247239416	-1.71310691748451	-1.814360676079	-1.18618974376277	-1.39318195613894	-1.04254786867595	2	2	2	2	2	2	2	2	2	2	3	3	3	3	2	2	3	3	2	3	2	2	63	3	3	3	3
546	2021/7/6 22:07:48	81秒	手机提交	直接访问	106.57.95.111(云南-昆明)	2	3	2	1	.801953698731894	1.03545386468209	.900486926789826	1.23392373747556	.390513124069247	1.38024099038612	3	3	2	3	2	2	2	4	3	2	2	2	2	2	2	3	3	3	4	3	3	3	87	3	3	2	3
547	2021/7/6 22:07:50	112秒	手机提交	直接访问	61.166.241.206(云南-昆明)	2	3	2	1	.801953698731894	.119266937293226	.900486926789826	1.23392373747556	1.28236066417334	-.23495158232193	3	2	2	3	4	2	2	4	4	4	4	4	6	5	4	4	3	2	2	3	5	4	103	3	1	1	1
548	2021/7/6 22:07:55	53秒	手机提交	直接访问	223.104.240.199(云南-未知)	2	3	2	1	.801953698731894	1.03545386468209	.900486926789826	1.23392373747556	-.501334416034844	-1.04254786867595	3	3	3	3	2	3	3	3	2	2	5	5	5	5	4	4	4	4	4	4	4	4	104	2	3	3	3
549	2021/7/6 22:10:11	39秒	手机提交	直接访问	61.166.241.203(云南-昆明)	1	1	1	1	.801953698731894	1.03545386468209	.900486926789826	-1.18618974376277	-.501334416034844	.572644704032094	3	3	3	3	3	3	3	3	3	3	5	5	6	6	4	4	4	4	4	5	4	5	110	2	2	2	2
550	2021/7/6 22:10:59	27秒	手机提交	直接访问	61.166.241.203(云南-昆明)	1	3	1	1	.801953698731894	1.03545386468209	.900486926789826	.427219243729449	.390513124069247	1.38024099038612	4	4	4	3	4	4	4	3	4	4	7	6	5	7	4	5	4	5	4	5	4	5	127	1	1	1	1
551	2021/7/6 22:12:13	70秒	手机提交	直接访问	39.144.145.177(云南-昆明)	2	3	2	1	.801953698731894	-.796919990095643	.900486926789826	-.379485250016662	-.501334416034844	-.23495158232193	3	3	2	3	2	3	3	3	2	2	4	4	5	5	4	4	4	4	4	4	4	4	98	3	3	3	3
552	2021/7/6 22:12:35	59秒	手机提交	直接访问	106.61.54.90(云南-昆明)	1	2	2	1	-.272261691643456	-.796919990095643	-.00446227416645099	.427219243729449	.390513124069247	.572644704032094	2	3	3	3	2	3	4	2	4	3	5	5	4	7	4	3	3	4	3	4	4	4	102	2	3	1	2
553	2021/7/6 22:12:50	62秒	微信	N/A	39.144.145.172(云南-昆明)	2	3	2	1	.801953698731894	.119266937293226	-.00446227416645099	.427219243729449	.390513124069247	-.23495158232193	4	4	1	4	1	4	4	4	1	1	7	7	7	6	4	4	4	4	4	4	5	4	112	4	4	4	4
554	2021/7/6 22:13:21	27秒	手机提交	直接访问	106.61.54.90(云南-昆明)	1	3	2	1	-.272261691643456	-.796919990095643	-.909411475122728	-.379485250016662	.390513124069247	-.23495158232193	2	3	3	3	2	2	3	3	3	3	5	6	4	5	3	4	4	4	4	4	3	4	97	2	3	2	2
555	2021/7/6 22:14:52	98秒	手机提交	直接访问	106.57.123.40(云南-昆明)	2	1	2	1	.801953698731894	1.03545386468209	.900486926789826	.427219243729449	1.28236066417334	1.38024099038612	3	4	1	3	1	3	3	3	3	2	5	5	5	5	3	3	3	3	4	4	4	4	103	4	4	2	3
556	2021/7/6 22:15:22	94秒	手机提交	直接访问	39.128.79.66(云南-昭通)	1	3	1	1	.801953698731894	.119266937293226	-.00446227416645099	1.23392373747556	1.28236066417334	1.38024099038612	3	3	1	4	2	3	3	4	4	4	7	6	6	6	4	4	4	5	2	2	2	4	111	4	3	1	1
557	2021/7/6 22:16:13	32秒	手机提交	直接访问	39.129.5.220(云南-昆明)	1	2	2	1	-1.34647708201881	-.796919990095643	-.909411475122728	-.379485250016662	-.501334416034844	-.23495158232193	3	3	3	3	3	3	3	3	3	3	4	4	4	4	3	3	3	3	3	3	3	3	88	2	2	2	2
558	2021/7/6 22:16:21	77秒	微信	N/A	106.61.99.31(云南-昆明)	2	3	2	1	-.272261691643456	-.796919990095643	-.00446227416645099	-1.18618974376277	-.501334416034844	-1.85014415502998	3	3	2	3	2	3	3	4	3	2	5	5	6	5	3	4	3	4	4	4	4	4	96	3	3	2	3
559	2021/7/6 22:18:05	45秒	手机提交	直接访问	116.249.231.163(云南-昆明)	1	3	2	1	.801953698731894	1.03545386468209	.900486926789826	1.23392373747556	-1.39318195613894	-1.04254786867595	4	4	2	4	4	4	4	4	4	4	7	7	7	7	5	5	5	5	5	5	5	5	130	3	1	1	1
560	2021/7/6 22:19:13	43秒	手机提交	直接访问	106.57.83.195(云南-昆明)	2	3	1	1	-.272261691643456	-2.62929384487338	-.00446227416645099	.427219243729449	.390513124069247	.572644704032094	3	3	3	3	3	3	3	3	3	3	5	5	5	5	4	4	4	4	4	4	4	4	103	2	2	2	2
561	2021/7/6 22:23:59	179秒	微信	N/A	106.61.245.123(云南-昆明)	2	2	1	2	-.272261691643456	.119266937293226	-.00446227416645099	.427219243729449	-.501334416034844	-.23495158232193	3	3	2	3	2	2	2	3	3	3	6	6	5	5	3	3	3	4	3	4	3	3	96	3	3	2	2
562	2021/7/6 22:35:50	165秒	微信	N/A	106.61.154.183(云南-昆明)	1	3	1	2	.801953698731894	1.03545386468209	.900486926789826	1.23392373747556	1.28236066417334	1.38024099038612	4	4	2	4	2	3	3	4	2	2	4	4	3	4	3	3	4	4	4	3	4	4	104	3	3	3	3
563	2021/7/6 22:54:33	105秒	手机提交	直接访问	106.61.24.164(云南-昆明)	2	3	2	1	.801953698731894	1.03545386468209	.900486926789826	.427219243729449	.390513124069247	-.23495158232193	3	3	3	3	3	3	3	3	3	3	5	4	4	4	4	3	3	3	3	4	4	4	101	2	2	2	2
564	2021/7/6 23:33:53	80秒	微信	N/A	119.62.6.39(云南-昆明)	2	3	1	2	.801953698731894	.119266937293226	.900486926789826	1.23392373747556	-.501334416034844	-.23495158232193	3	3	2	3	3	3	3	3	3	3	5	6	5	5	4	4	3	4	4	4	3	4	105	3	2	2	2
565	2021/7/6 23:34:13	80秒	微信	N/A	39.144.145.4(云南-昆明)	1	3	1	2	-.272261691643456	-1.71310691748451	-.00446227416645099	-.379485250016662	-.501334416034844	-1.85014415502998	2	3	1	2	3	3	3	3	1	1	5	5	3	3	3	3	3	2	1	4	4	4	79	4	2	4	4
566	2021/7/6 23:35:22	86秒	微信	N/A	106.61.253.252(云南-昆明)	2	2	1	2	-.272261691643456	.119266937293226	-.00446227416645099	.427219243729449	.390513124069247	.572644704032094	3	3	1	3	1	3	3	3	2	2	6	5	5	5	4	4	4	4	4	3	2	2	96	4	4	3	3
567	2021/7/6 23:35:41	189秒	微信	N/A	106.61.52.163(云南-昆明)	2	3	1	2	.801953698731894	1.03545386468209	.900486926789826	1.23392373747556	1.28236066417334	-.23495158232193	4	4	2	3	2	3	3	3	2	2	6	6	6	6	3	3	4	3	4	3	2	3	105	3	3	3	3
568	2021/7/6 23:36:06	51秒	微信	N/A	106.61.25.63(云南-昆明)	2	3	1	2	.801953698731894	1.03545386468209	.900486926789826	1.23392373747556	1.28236066417334	1.38024099038612	4	4	1	4	1	4	4	4	1	1	7	7	7	7	5	5	5	5	5	5	5	5	126	4	4	4	4
569	2021/7/6 23:38:00	51秒	微信	N/A	117.136.72.16(云南-昆明)	2	2	1	2	-.272261691643456	.119266937293226	-.00446227416645099	.427219243729449	.390513124069247	1.38024099038612	3	3	1	3	3	3	3	3	1	1	5	5	5	5	4	4	4	1	4	4	4	4	98	4	2	4	4
570	2021/7/6 23:38:56	96秒	微信	N/A	119.62.6.41(云南-昆明)	1	3	1	2	-1.34647708201881	-.796919990095643	-1.814360676079	-1.99289423750888	-1.39318195613894	-1.85014415502998	3	3	2	3	1	3	3	3	1	1	3	3	4	3	4	3	3	2	3	2	2	2	69	3	4	4	4
571	2021/7/6 23:39:37	402秒	微信	N/A	180.130.2.163(云南-昆明)	2	3	1	2	-1.34647708201881	.119266937293226	-.00446227416645099	-1.18618974376277	-2.28502949624303	.572644704032094	2	2	2	2	3	3	3	4	3	3	7	7	7	7	4	5	5	5	5	5	5	4	111	3	2	2	2
572	2021/7/7 0:09:39	118秒	微信	N/A	106.61.28.220(云南-昆明)	1	3	1	2	.801953698731894	1.03545386468209	.900486926789826	-.379485250016662	1.28236066417334	.572644704032094	4	4	2	3	2	3	4	4	2	2	6	6	7	6	3	3	5	4	1	3	1	3	105	3	3	3	3
573	2021/7/7 0:13:07	132秒	微信	N/A	117.136.72.185(云南-昆明)	2	2	2	2	.801953698731894	.119266937293226	-1.814360676079	-.379485250016662	.390513124069247	-1.04254786867595	2	3	2	3	2	3	3	4	3	3	4	3	4	3	3	3	4	3	4	3	4	3	89	3	3	2	2
574	2021/7/7 0:14:26	298秒	微信	N/A	117.136.72.184(云南-昆明)	1	3	1	2	.801953698731894	.119266937293226	.900486926789826	.427219243729449	.390513124069247	-.23495158232193	2	3	3	3	2	2	2	3	3	3	4	4	4	4	3	3	3	2	2	3	2	3	88	2	3	2	2
575	2021/7/7 1:31:52	93秒	手机提交	直接访问	106.61.128.197(云南-昆明)	2	3	2	1	-.272261691643456	-.796919990095643	-.00446227416645099	-1.18618974376277	-.501334416034844	-.23495158232193	1	3	2	3	2	2	3	3	2	2	4	4	4	4	3	3	4	3	2	2	2	3	80	3	3	3	3
576	2021/7/7 6:32:39	53秒	微信	N/A	117.136.72.38(云南-昆明)	1	3	2	1	.801953698731894	1.03545386468209	.900486926789826	1.23392373747556	1.28236066417334	1.38024099038612	4	4	1	4	1	4	4	4	1	1	7	7	7	7	5	5	5	5	5	5	5	5	126	4	4	4	4
577	2021/7/7 8:01:37	276秒	微信	N/A	106.57.127.164(云南-昆明)	1	3	1	2	.801953698731894	1.03545386468209	.900486926789826	1.23392373747556	1.28236066417334	-1.85014415502998	4	3	1	3	2	3	4	3	3	2	5	5	5	5	4	4	4	3	4	3	3	4	103	4	3	2	3
578	2021/7/7 8:09:29	105秒	微信	N/A	223.104.240.94(云南-未知)	1	1	1	2	.801953698731894	.119266937293226	.900486926789826	1.23392373747556	1.28236066417334	1.38024099038612	1	1	3	1	3	2	2	3	3	3	3	3	3	3	2	3	3	3	2	3	3	3	85	2	2	2	2
579	2021/7/7 8:13:36	33秒	微信	N/A	106.57.77.91(云南-昆明)	2	1	1	2	-1.34647708201881	-.796919990095643	-.909411475122728	-.379485250016662	-.501334416034844	-.23495158232193	3	3	3	3	3	3	3	3	3	3	4	4	4	4	3	3	3	3	3	3	3	3	88	2	2	2	2
580	2021/7/7 8:14:14	37秒	手机提交	直接访问	117.136.72.38(云南-昆明)	1	3	2	1	.801953698731894	1.03545386468209	-.00446227416645099	.427219243729449	1.28236066417334	.572644704032094	4	4	2	4	1	4	4	4	4	1	7	7	6	7	4	5	4	5	4	5	4	5	122	3	4	1	4
581	2021/7/7 8:44:45	116秒	微信	N/A	117.136.72.194(云南-昆明)	1	1	1	2	.801953698731894	.119266937293226	-.00446227416645099	-.379485250016662	-1.39318195613894	-.23495158232193	2	2	3	2	4	3	3	3	3	3	4	5	3	6	4	4	4	4	2	1	3	3	92	2	1	2	2
582	2021/7/7 8:46:58	88秒	微信	N/A	106.61.205.129(云南-昆明)	2	2	1	2	.801953698731894	1.03545386468209	.900486926789826	-1.99289423750888	-2.28502949624303	-1.85014415502998	3	4	1	3	1	4	3	4	1	2	4	6	2	3	2	2	2	4	2	5	5	5	86	4	4	4	3
583	2021/7/7 8:48:49	301秒	手机提交	直接访问	106.61.9.133(云南-昆明)	1	3	2	1	-.272261691643456	-.796919990095643	-.909411475122728	-1.18618974376277	.390513124069247	-1.04254786867595	3	3	2	4	2	4	3	4	3	3	5	5	3	4	3	3	4	4	3	3	3	4	93	3	3	2	2
584	2021/7/7 8:49:40	203秒	微信	N/A	119.62.6.36(云南-昆明)	1	3	1	2	-.272261691643456	-.796919990095643	-.00446227416645099	-.379485250016662	-.501334416034844	-.23495158232193	3	3	2	3	2	3	3	4	3	3	4	4	4	4	3	3	4	3	3	3	3	3	90	3	3	2	2
585	2021/7/7 9:06:47	213秒	微信	N/A	39.130.115.42(云南-昆明)	2	1	2	2	.801953698731894	.119266937293226	.900486926789826	-.379485250016662	1.28236066417334	-1.04254786867595	3	2	2	3	2	4	2	4	3	3	7	5	5	6	5	4	4	4	5	4	3	3	107	3	3	2	2
586	2021/7/7 9:11:36	43秒	微信	N/A	223.104.241.189(云南-未知)	1	2	1	2	-.272261691643456	.119266937293226	-.00446227416645099	.427219243729449	1.28236066417334	.572644704032094	3	3	3	3	3	3	3	3	3	3	6	5	5	5	4	4	4	4	4	4	4	4	108	2	2	2	2
