id,sex,grade,school,SNS_t,SES_t,CSES_t,EIB_t,inter_raw,center_SES
167,2,1,2,0.6697981880653078,27,17,23,-1.0430092100149122,-1.557199211045365
168,2,1,2,-0.5133951586291942,26,20,30,1.3128536946010854,-2.557199211045365
169,1,1,2,0.8043975691243118,28,16,25,-0.448209690882876,-0.557199211045365
170,2,1,2,-0.06356345613100438,28,23,30,0.035417507607512305,-0.557199211045365
171,2,1,2,-0.6843400521344649,28,24,24,0.38131373713606775,-0.557199211045365
172,2,1,2,-1.3715408566897764,27,13,26,2.135762339953804,-1.557199211045365
173,2,1,2,0.07103592492799964,24,20,27,-0.3237248610377577,-4.557199211045365
174,1,1,1,-2.4952632455766763,28,15,30,1.3903587117858207,-0.557199211045365
175,1,1,2,-1.2309906048963821,28,21,31,0.6859069938525207,-0.557199211045365
176,1,1,2,-1.5301460726698444,28,19,25,0.852596184475801,-0.557199211045365
177,2,1,2,0.26831889559768424,32,20,27,0.9237685054551437,3.442800788954635
178,1,1,2,0.5394040036550853,23,21,27,-2.9975755035467513,-5.557199211045365
179,2,1,2,0.5191219533405805,28,19,22,-0.28925434283770024,-0.557199211045365
180,1,1,2,0.20548667388568478,30,18,31,0.2964763352019298,1.442800788954635
181,2,1,2,0.800341004576849,27,16,29,-1.246290380894324,-1.557199211045365
182,2,1,2,-0.36084596949903486,28,21,23,0.20106308951376206,-0.557199211045365
183,2,1,2,-0.23030315298749368,26,10,19,0.5889310411208788,-2.557199211045365
184,2,1,2,0.05278885265420672,32,22,29,0.18174150356591287,3.442800788954635
185,1,2,1,0.5534458792800966,28,15,25,-0.30837960729117814,-0.557199211045365
186,2,2,2,-0.3811280198135399,26,20,32,0.9746202715744664,-2.557199211045365
187,2,2,1,-0.3649025340464977,27,15,26,0.5682259381256607,-1.557199211045365
188,2,2,2,-0.18399368124517404,26,16,21,0.47050849651749144,-2.557199211045365
189,2,2,2,-0.782593920747202,30,16,25,-1.129127126285164,1.442800788954635
190,1,1,2,1.1057366470398051,27,28,40,-1.7218522343943317,-1.557199211045365
191,2,1,2,0.8224960092967858,29,18,24,0.3642018818286556,0.44280078895463504
192,1,1,2,-0.7897144849964245,26,20,28,2.0194572579839534,-2.557199211045365
193,1,1,2,-0.3630295796410658,26,12,24,0.928338954644264,-2.557199211045365
194,1,1,2,-0.36708614418852864,28,11,22,0.20454010992753324,-0.557199211045365
195,2,1,2,0.3865575503222885,34,28,39,2.103955739870523,5.442800788954635
196,2,1,2,-1.6737737156989596,31,20,30,-4.088695753240949,2.442800788954635
197,2,1,2,-0.25678986225322625,32,24,32,-0.8840763403609594,3.442800788954635
198,1,2,1,0.9570953903557898,26,20,29,-2.4474835771129815,-2.557199211045365
199,2,2,2,-1.8962037182367304,22,9,14,12.433785525203175,-6.557199211045365
200,2,2,1,-0.07978894189804653,29,18,25,-0.03533060642231054,0.44280078895463504
201,1,2,2,0.5512622691380658,27,19,32,-0.8584251705808736,-1.557199211045365
202,2,2,1,0.5534458792800966,22,15,18,-3.6290548829717575,-6.557199211045365
203,1,2,2,-0.8030246031630258,24,13,18,3.6595430879845585,-4.557199211045365
204,2,1,2,0.2680216313950465,27,20,26,-0.41736307295145797,-1.557199211045365
205,2,1,2,-0.6643686575565592,27,16,28,1.0345543493903422,-1.557199211045365
206,2,1,2,-0.4954453505580389,28,21,21,0.27606175844703357,-0.557199211045365
207,2,1,2,-0.7766430500128116,30,18,28,-1.1205412052946186,1.442800788954635
208,2,1,2,-0.36084596949903486,27,12,22,0.5619090590127969,-1.557199211045365
209,2,1,2,-0.07775396385733448,25,16,28,0.27658633888896,-3.557199211045365
210,2,1,2,-0.4812548428317088,28,19,32,0.26815481873758923,-0.557199211045365
211,1,2,2,0.11780468450823711,23,21,31,-0.6546640998066234,-5.557199211045365
212,2,1,2,0.20548667388568478,21,12,22,-1.5529037297692332,-7.557199211045365
213,2,1,2,-0.08181052840479729,36,23,34,-0.6088994653560208,7.442800788954635
214,2,1,2,-0.21220471281501962,28,18,25,0.11824029856063718,-0.557199211045365
215,2,1,2,-0.7807209663417702,23,15,22,4.338621938201061,-5.557199211045365
216,2,1,2,0.25210680136460345,31,19,30,0.6158466932742828,2.442800788954635
217,1,1,2,1.1057366470398051,28,28,40,-0.6161155873545267,-0.557199211045365
218,2,1,2,-1.415977374026664,26,12,23,3.6209362237190725,-2.557199211045365
219,1,1,2,0.8043975691243118,27,16,25,-1.2526072600071878,-1.557199211045365
220,1,2,2,-0.38735480296907215,14,15,15,5.63880103217601,-14.557199211045365
221,1,3,1,-0.6947632992684355,26,20,28,1.776648160752518,-2.557199211045365
222,1,2,2,0.05278885265420672,26,19,27,-0.13499161235932744,-2.557199211045365
223,2,4,1,-0.09803601417183945,26,10,22,0.25069761809426006,-2.557199211045365
224,1,2,2,-0.4720226409940658,28,18,25,0.26301064315744305,-0.557199211045365
225,1,4,1,-0.6949119313697545,26,20,24,1.777028242644747,-2.557199211045365
226,1,1,1,1.1057366470398051,27,14,29,-1.7218522343943317,-1.557199211045365
227,1,4,1,0.2561633659120661,26,18,26,-0.6550607572090607,-2.557199211045365
228,2,1,2,1.1057366470398051,26,17,24,-2.827588881434137,-2.557199211045365
229,1,2,2,1.1057366470398051,28,28,40,-0.6161155873545267,-0.557199211045365
230,1,2,2,0.5394040036550853,25,20,27,-1.9187674962365808,-3.557199211045365
231,1,2,2,0.05278885265420672,26,21,29,-0.13499161235932744,-2.557199211045365
232,1,4,1,-0.31905235014209593,34,16,24,-1.7365383830712302,5.442800788954635
233,1,1,2,1.1057366470398051,33,28,40,4.912567647844499,4.442800788954635
234,2,1,2,-1.6809709394958905,33,20,29,-7.4682190162021564,4.442800788954635
235,1,2,2,0.5534458792800966,29,21,30,0.24506627198891848,0.44280078895463504
236,2,1,2,-1.6847168483067543,15,4,11,22.84004192669916,-13.557199211045365
237,2,2,2,-0.9150096916641752,20,14,15,7.829920211607543,-8.557199211045365
238,1,4,1,-1.052835096060219,25,28,40,3.7451441730662824,-3.557199211045365
239,1,1,1,-0.15965583880601533,30,21,31,-0.23035157019053296,1.442800788954635
240,1,2,1,-1.7941825890316336,28,20,30,0.9997171230797566,-0.557199211045365
241,2,2,1,0.07088729282668077,27,21,32,-0.11038563646284906,-1.557199211045365
242,1,2,1,-0.6947632992684355,26,12,24,1.776648160752518,-2.557199211045365
243,2,2,1,1.1057366470398051,31,22,32,2.701094353764889,2.442800788954635
244,2,2,1,0.20548667388568478,34,26,35,1.118423030744669,5.442800788954635
245,1,2,1,0.9711372659808011,34,18,38,5.285706677463551,5.442800788954635
246,2,2,1,0.836686517023116,25,20,32,-2.9762606182469225,-3.557199211045365
247,1,2,1,-0.8334192448749023,27,12,24,1.2977997905892216,-1.557199211045365
248,2,2,1,1.1057366470398051,18,16,32,-11.673482057752578,-10.557199211045365
249,1,2,1,0.2519447777293233,30,24,27,0.3635061240808678,1.442800788954635
250,2,2,1,0.24992319122257253,32,20,29,0.8604357599191328,3.442800788954635
251,2,2,1,1.1057366470398051,34,20,33,6.018304294884304,5.442800788954635
252,2,2,1,-1.0842436543992944,27,24,32,1.6883833632115246,-1.557199211045365
253,2,2,1,-0.08771792315338718,29,22,26,-0.03884156557778189,0.44280078895463504
254,2,2,1,-0.15154270971108974,26,16,32,0.38752489771287546,-2.557199211045365
255,1,2,1,1.1057366470398051,21,20,25,-8.356272116633162,-7.557199211045365
256,1,4,1,0.6880452603391006,26,21,31,-1.7594687969026508,-2.557199211045365
257,1,2,1,0.836537884921797,27,19,21,-1.3026561344097807,-1.557199211045365
258,1,4,1,1.1057366470398051,33,14,27,4.912567647844499,4.442800788954635
259,2,4,1,0.20563530598700364,37,24,32,1.736137923624002,8.442800788954635
260,2,4,1,-0.07760533175601562,22,10,17,0.5088736201634595,-6.557199211045365
261,2,2,2,0.800341004576849,23,13,23,-4.44765439920172,-5.557199211045365
262,2,2,1,0.8062705235297436,32,18,21,2.775828794519068,3.442800788954635
263,1,2,2,-0.5157274008725439,30,28,36,-0.7440919008644297,1.442800788954635
264,1,2,2,-1.26702546160605,24,13,24,5.77408743400548,-4.557199211045365
265,1,2,2,0.20548667388568478,26,20,32,-0.5254703603408093,-2.557199211045365
266,1,2,2,-0.7783887240984204,27,17,26,1.2121063070526685,-1.557199211045365
267,2,2,2,-0.6947632992684355,27,16,24,1.0818848614840826,-1.557199211045365
268,1,2,2,0.22761955440131684,21,16,24,-1.7201663169401291,-7.557199211045365
269,1,2,2,-0.6947632992684355,26,16,28,1.776648160752518,-2.557199211045365
270,2,2,2,0.22562009209887088,34,21,33,1.2280052152797518,5.442800788954635
271,1,2,2,0.5372203935130545,26,21,32,-1.3737795664490635,-2.557199211045365
272,1,2,2,0.9570953903557898,23,28,40,-5.318769748180351,-5.557199211045365
273,1,2,2,1.1057366470398051,28,28,40,-0.6161155873545267,-0.557199211045365
274,2,4,1,-0.49950191510550174,27,14,24,0.7778239881179362,-1.557199211045365
275,2,3,2,-1.246905434926825,30,19,36,-1.7990361452642454,1.442800788954635
276,2,1,2,0.9712858980821201,33,20,27,4.315229754299755,4.442800788954635
277,1,2,2,-0.3630295796410658,33,18,32,-1.6128681028431966,4.442800788954635
278,1,2,2,0.3865575503222885,25,20,27,-1.3750622130300736,-3.557199211045365
279,1,2,2,1.1057366470398051,28,28,40,-0.6161155873545267,-0.557199211045365
280,2,1,1,-0.2100211026729887,20,18,29,1.7971924140961766,-8.557199211045365
281,1,2,2,0.5673391228037891,37,28,40,4.789931193612661,8.442800788954635
282,2,2,1,0.34008605494468874,28,21,32,-0.1894956815027112,-0.557199211045365
283,2,2,1,-1.5019350410999988,20,8,16,12.852357348742297,-8.557199211045365
284,2,2,1,1.1057366470398051,29,20,32,0.4896210596852785,0.44280078895463504
285,2,4,1,0.5230512375682203,30,19,28,0.7546587382271264,1.442800788954635
286,2,4,1,1.1057366470398051,32,17,27,3.806831000804694,3.442800788954635
287,2,4,1,0.05278885265420672,32,20,32,0.18174150356591287,3.442800788954635
288,1,2,2,1.1057366470398051,28,28,40,-0.6161155873545267,-0.557199211045365
289,1,2,2,1.1057366470398051,29,28,34,0.4896210596852785,0.44280078895463504
290,1,2,1,-1.5769148322500819,29,15,24,-0.6982591318346022,0.44280078895463504
291,2,4,1,1.1057366470398051,36,28,40,8.229777588963914,7.442800788954635
292,1,4,1,0.836686517023116,29,24,32,0.37048544984554144,0.44280078895463504
293,1,2,2,0.8368351491244348,28,17,31,-0.4662838848671654,-0.557199211045365
294,2,2,2,0.5535945113814155,37,28,40,4.67388817745197,8.442800788954635
295,2,3,2,0.07088729282668077,28,20,27,-0.03949834363616828,-0.557199211045365
296,2,2,2,0.800341004576849,31,20,30,1.955073637413072,2.442800788954635
297,2,2,2,-1.247054067028144,29,16,26,-0.5521965247491485,0.44280078895463504
298,1,2,2,-0.5620368726148635,29,23,29,-0.24887037061545725,0.44280078895463504
299,2,2,2,-1.0842436543992944,26,18,29,2.772627017610819,-2.557199211045365
300,2,2,2,-0.7928685357798537,31,17,28,-1.9368198847403328,2.442800788954635
301,1,3,1,0.9549117802137589,29,24,38,0.4228356896607275,0.44280078895463504
302,2,2,1,0.20548667388568478,37,20,29,1.7348830524017234,8.442800788954635
303,2,1,2,0.20548667388568478,26,20,32,-0.5254703603408093,-2.557199211045365
304,2,2,2,-0.7170448118853864,28,8,31,0.39953680346670944,-0.557199211045365
305,1,2,2,-0.21626127736248243,27,18,28,0.3367618904885205,-1.557199211045365
306,1,2,2,0.07088729282668077,23,19,29,-0.3939348077695721,-5.557199211045365
307,1,2,1,-0.5812551579528636,19,16,24,5.5551713370031575,-9.557199211045365
308,1,2,2,-1.9429724778169677,25,17,24,6.911540165173375,-3.557199211045365
309,1,2,2,-0.6947632992684355,28,20,32,0.38712156221564703,-0.557199211045365
310,1,2,1,-0.8474611204999135,23,12,16,4.70951027023374,-5.557199211045365
311,1,2,2,-2.4952632455766763,28,17,21,1.3903587117858207,-0.557199211045365
312,1,2,2,1.1057366470398051,35,23,23,7.124040941924109,6.442800788954635
313,1,2,2,0.4007480580486187,29,23,32,0.17745155627596623,0.44280078895463504
314,2,4,1,1.1057366470398051,28,17,26,-0.6161155873545267,-0.557199211045365
315,1,4,1,-1.07007449845446,36,28,35,-7.964351321337089,7.442800788954635
316,2,2,2,-0.42758612365717835,33,22,27,-1.899679967530166,4.442800788954635
317,2,2,1,0.5392553715537666,23,9,16,-2.996749525350567,-5.557199211045365
318,1,1,2,-1.1411250053769033,27,16,24,1.7769589580770517,-1.557199211045365
319,2,4,1,0.9711372659808011,28,20,17,-0.5411169184212551,-0.557199211045365
320,1,1,1,-0.7562558435827884,31,20,32,-1.8473823713555886,2.442800788954635
321,1,1,2,1.1057366470398051,30,12,23,1.5953577067250837,1.442800788954635
322,2,1,2,0.20548667388568478,36,22,33,1.5293963785160385,7.442800788954635
323,2,1,2,-0.23030315298749368,28,20,28,0.12832473514589146,-0.557199211045365
324,1,1,2,-1.2957091725477747,36,20,32,-9.643705251694335,7.442800788954635
325,1,1,2,0.09722536999109448,29,20,32,0.043051470538462935,0.44280078895463504
326,1,1,1,-0.7972437163114501,27,16,24,1.241467286051065,-1.557199211045365
327,1,1,2,-2.4952632455766763,33,24,24,-11.085957516097562,4.442800788954635
328,1,2,2,-2.360663864517672,21,8,13,17.840007094476253,-7.557199211045365
329,2,2,2,-0.3162608200608283,23,14,16,1.7575243797265951,-5.557199211045365
330,2,4,1,-1.4179989605334151,30,24,32,-2.0458900189944638,1.442800788954635
331,1,3,1,0.6513890921562348,33,27,37,2.893991972548163,4.442800788954635
332,2,2,1,0.5492406826313151,20,22,24,-4.699961936086707,-8.557199211045365
333,2,4,1,0.4007480580486187,27,17,24,-0.6240445598212712,-1.557199211045365
334,2,4,1,0.40480462259608135,32,28,32,1.3936616740462722,3.442800788954635
335,1,2,2,-0.2870358718637839,33,28,30,-1.2752431979747005,4.442800788954635
336,2,4,1,1.1057366470398051,29,18,25,0.4896210596852785,0.44280078895463504
